Intensity 31_200_PSCARB_10	Intensity 32_200_psCARB_100	Intensity 33_SMALL_CITRATE_10	Intensity 34_LARGE_CITRATE_10	Intensity 35_SMALL_PEI_10	Intensity 36_LARGE_PEI_10	Intensity 37_LARGE_PVP@AU_100	Intensity 38_SMALL_PVP@AU_10	Intensity 39_SMALL_PVP@AU_100	Intensity 40_LARGE_CITRATE_100	Intensity 41_LARGE_PEI_100	Intensity 42_SMALL_CITRATE_100	Intensity 43_SMALL_PEI_100	Intensity 44_LARGE_PVP@AU_10	Intensity 45_LARGE_PEG@AU_100	Intensity 46_LARGE_PEI@AU_100	Intensity 47_SMALL_PEI@AU_100	Intensity 48_200_PSCARB_PEG_100	Intensity 49_200_PSCARB_PEG_100(B)	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	Top3 31_200_PSCARB_10	Top3 32_200_psCARB_100	Top3 33_SMALL_CITRATE_10	Top3 34_LARGE_CITRATE_10	Top3 35_SMALL_PEI_10	Top3 36_LARGE_PEI_10	Top3 37_LARGE_PVP@AU_100	Top3 38_SMALL_PVP@AU_10	Top3 39_SMALL_PVP@AU_100	Top3 40_LARGE_CITRATE_100	Top3 41_LARGE_PEI_100	Top3 42_SMALL_CITRATE_100	Top3 43_SMALL_PEI_100	Top3 44_LARGE_PVP@AU_10	Top3 45_LARGE_PEG@AU_100	Top3 46_LARGE_PEI@AU_100	Top3 47_SMALL_PEI@AU_100	Top3 48_200_PSCARB_PEG_100	Top3 49_200_PSCARB_PEG_100(B)	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	iBAQ 31_200_PSCARB_10	iBAQ 32_200_psCARB_100	iBAQ 33_SMALL_CITRATE_10	iBAQ 34_LARGE_CITRATE_10	iBAQ 35_SMALL_PEI_10	iBAQ 36_LARGE_PEI_10	iBAQ 37_LARGE_PVP@AU_100	iBAQ 38_SMALL_PVP@AU_10	iBAQ 39_SMALL_PVP@AU_100	iBAQ 40_LARGE_CITRATE_100	iBAQ 41_LARGE_PEI_100	iBAQ 42_SMALL_CITRATE_100	iBAQ 43_SMALL_PEI_100	iBAQ 44_LARGE_PVP@AU_10	iBAQ 45_LARGE_PEG@AU_100	iBAQ 46_LARGE_PEI@AU_100	iBAQ 47_SMALL_PEI@AU_100	iBAQ 48_200_PSCARB_PEG_100	iBAQ 49_200_PSCARB_PEG_100(B)	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Taxonomy names
0	0	75444000	8102800	164610000	98902000	0	9476600	0	0	332300000	27466000	319160000	5077400	0	5770900	195240000	5155700	7867900	0	20922000	33270000	18591000	0	0	84832000	37861000	131250000	86383000	0	18239000	0	0	260710000	57173000	251820000	9771900	0	5212500	178460000	6588400	10849000	0	63618000	95566000	0	0	0	2963500	385850	6249900	3017700	0	451260	0	0	12415000	1307900	11991000	241780	0	182090	6234300	163010	268430	0	648350	1212300	885300				9913	21	4	0	57	11.1	0	50.151	0	182.1	1327300000	60	P81947	P81947			218	Bos taurus
121500000	34050000	630310016	286009984	1088499968	1079200000	65447000	49662000	104040000	238700000	2761700096	439649984	2532199936	43505000	53790000	73348000	2898200064	75288000	34425000	0	452150016	410340000	445849984	66000000	15183000	208160000	138530000	351020000	386870016	50642000	27808000	67241000	110630000	842609984	162090000	730460032	18851000	35153000	23978000	789180032	18623000	25029000	0	203320000	193730000	188490000	2233000	520050	11884000	4827100	21829000	23475000	1742600	791460	1752200	5021100	59815000	7528300	55463000	710440	617520	1418700	70120000	1388800	537850	0	9014900	6537000	10552000				9913	24	24	7	61.4	61.4	15.2	49.924	0	323.31	13918000000	390	P81948	P81948			219	Bos taurus
119730000	51736000	23907000	125840000	0	0	136860000	19024000	214800000	50643000	0	26832000	3484800	3077700	0	0	0	0	0	0	48469000	41919000	56493000	100690000	47738000	30065000	107930000	0	0	114710000	19024000	176250000	50643000	0	26832000	13913000	12288000	0	0	0	0	0	0	46207000	41919000	44191000	9710600	4208500	1592400	11372000	0	0	12134000	944870	21419000	4390700	0	2093300	580790	512950	0	0	0	0	0	0	4062000	2769200	5411100				9913	4	4	4	40.2	40.2	40.2	10.281	0	63.966	922810000	48	P82943	P82943			220	Bos taurus
24833000	13242000	14734000	11253000	12457000	15194000	9436000	3369700	13116000	9554300	13421000	9851200	15918000	4222900	3600100	0	10663000	22974000	30310000	0	10748000	10248000	12594000	26728000	13242000	17322000	13229000	14644000	16353000	11093000	3961500	15419000	11232000	15778000	11581000	18714000	4964600	4232400	0	12536000	22974000	26768000	0	12635000	12048000	14806000	2483300	1324200	1473400	1125300	1245700	1519400	943600	336970	1311600	955430	1342100	985120	1591800	422290	360010	0	1066300	2297400	2721700	0	1074800	1024800	1259400				9913	5	5	3	37.6	37.6	21.5	20.697	0	36.84	271740000	34	P84080;Q5E9I6;P84081	P84080;Q5E9I6;P84081			221	Bos taurus;Bos taurus;Bos taurus
0	0	0	0	42300000	46189000	0	2586300	21331000	0	15248000	0	20832000	0	0	8955500	17992000	0	0	0	8833200	7701800	7778800	0	0	0	0	95896000	46189000	0	4627500	38167000	0	27283000	0	37273000	0	0	8955500	32193000	0	0	0	15805000	13780000	13918000	0	0	0	0	3253900	2945700	0	198940	1640900	0	1173000	0	1602400	0	0	578190	1384000	0	0	0	679470	592450	598370				9913	2	2	2	12.1	12.1	12.1	21.939	0	5.6823	199750000	15	P85100;A0JNJ5	P85100;A0JNJ5			222	Bos taurus;Bos taurus
554440000	7011900	1176700032	1053400000	10678000	0	167010000	747649984	429409984	2726099968	10954000	1945600000	12119000	339649984	33398000	0	0	0	0	0	803110016	773310016	766190016	236730000	6344400	449460000	397569984	12904000	0	95221000	284849984	178470000	940819968	20795000	737529984	23007000	147790000	22635000	0	0	0	0	0	322190016	287449984	311800000	8480700	83929	19599000	18090000	149260	0	1316600	11004000	5789000	43292000	421300	30220000	466110	4848500	413970	0	0	0	0	0	12679000	13212000	11853000				9913	21	21	21	37.3	37.3	37.3	67.16	0	323.31	11557000000	266	P98140	P98140			223	Bos taurus
2480499968	1623900032	5737699840	6199399936	4892800000	1204999936	34158999552	2798200064	52226998272	25430999040	1284499968	10064000000	12330999808	3891099904	19267000320	46192000	651409984	3726500096	9109900288	157570000	11624999936	11527999488	11864999936	804790016	479080000	1869600000	1764700032	1527100032	378590016	8397799936	850460032	13617999872	6763899904	450440000	2992600064	3356100096	1125799936	5279000064	14019000	174110000	949710016	2468000000	88873000	3206099968	3211800064	3228300032	117760000	77005000	319630016	311860000	251260000	61364000	1631100032	134550000	2603200000	1274899968	67245000	510100000	604920000	186510000	950179968	2274500	33151000	181430000	438920000	7177300	560569984	567600000	578240000				9913	36	36	36	78.2	78.2	78.2	35.979	0	323.31	232300000000	1139	Q03247	Q03247			224	Bos taurus
18114000	9035900	79272000	41214000	1268700032	1602000000	49686000	5989100	80912000	55376000	4877799936	37184000	3132900096	3866400	27342000	203710000	3157999872	21811000	15903000	90276000	420440000	464729984	449200000	32984000	10056000	79664000	47501000	611969984	774990016	82621000	15780000	101190000	64163000	2028899968	72008000	1386000000	10187000	29226000	100180000	1312700032	7074100	13136000	88557000	341840000	245030000	302080000	1065500	531530	4663000	2424300	53434000	64589000	2922700	352300	4759500	3257400	222880000	2187300	148390000	227430	1608400	9965500	138200000	571570	839000	4740000	20809000	23637000	22301000				9913	18	18	18	52.6	52.6	52.6	38.756	0	323.31	16113000000	243	Q05443	Q05443			225	Bos taurus
83903000	35150000	110180000	209290000	0	0	153850000	19719000	367180000	419520000	0	168760000	19732000	7182100	9080400	0	0	0	0	0	126690000	121970000	120490000	52064000	23577000	72176000	111070000	0	0	91297000	16232000	191350000	200030000	0	94913000	25593000	9315600	11778000	0	0	0	0	0	77873000	69634000	67343000	1222900	571280	2579000	5036000	0	0	3134000	393510	10969000	10754000	0	3697600	891990	307550	349300	0	0	0	0	0	1803600	2400900	2597600				9913	8	8	8	35.7	35.7	35.7	27.89	0	108.7	1972700000	114	Q05716	Q05716			226	Bos taurus
11370000	19091000	17111000	18803000	0	0	32428000	0	127470000	214680000	0	62576000	4871900	0	34491000	0	0	0	0	0	33429000	28242000	23751000	15099000	16628000	22723000	24970000	0	0	35641000	0	68030000	158340000	0	50170000	11897000	0	28469000	0	0	0	0	0	33618000	29198000	31541000	947490	1385700	1425900	1566900	0	0	2236600	0	5834600	10110000	0	3757600	405990	0	2372400	0	0	0	0	0	2109600	1832200	1979300				9913	8	8	8	33.6	33.6	33.6	30.314	0	21.663	628320000	46	Q05717	Q05717			227	Bos taurus
36349000	5090600	104210000	164450000	7925600	0	112810000	2265200	350760000	178920000	6028600	65401000	7788800	0	4918900	0	0	0	0	4047000	32961000	40027000	61591000	33289000	5349400	70043000	107420000	13002000	0	83580000	3716000	212680000	115040000	9889700	52975000	12777000	0	8069300	0	0	0	0	6639000	39955000	40699000	51867000	714310	54803	1633900	3198500	720500	0	2714700	205930	7000800	2887500	548050	1509000	708070	0	447170	0	0	0	0	367910	797140	876240	1444400				9913	8	8	8	42.6	42.6	42.6	24.967	0	323.31	1185500000	86	Q05718	Q05718			228	Bos taurus
0	0	6742900	0	0	0	0	5222900	0	12148000	0	7339300	0	5918500	0	0	0	0	0	0	0	0	0	0	0	6742900	0	0	0	0	5222900	0	12148000	0	7339300	0	5918500	0	0	0	0	0	0	0	0	0	0	0	612990	0	0	0	0	474810	0	1104300	0	667210	0	538040	0	0	0	0	0	0	0	0	0				9913	3	1	1	12.7	6.1	6.1	22.811	0.0026385	4.117	37371000	6	Q08E11	Q08E11			229	Bos taurus
0	0	0	0	11508000	16062000	0	0	0	0	303969984	0	72528000	0	0	0	73814000	0	0	0	0	0	0	0	0	0	0	15291000	21138000	0	0	0	0	114830000	0	56510000	0	0	0	44773000	0	0	0	0	0	0	0	0	0	0	241020	338660	0	0	0	0	5431800	0	630690	0	0	0	1582000	0	0	0	0	0	0				9913	16	16	16	38	38	38	54.982	0	88.165	477890000	41	Q0P569	Q0P569			230	Bos taurus
29580000	0	0	12078000	0	0	0	0	0	0	32003000	10115000	0	0	0	0	0	0	0	0	0	0	0	29580000	0	0	14284000	0	0	0	0	0	0	37849000	11962000	0	0	0	0	0	0	0	0	0	0	0	978820	0	0	710440	0	0	0	0	0	0	1882500	594980	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	8.2	8.2	8.2	43.04	0.0075377	3.5508	83775000	6	Q0VC84	Q0VC84			231	Bos taurus
0	0	0	0	101030000	92860000	0	0	0	0	866700032	0	462129984	0	0	2473700	329980000	0	0	0	12687000	25196000	11325000	0	0	0	0	44569000	51478000	0	0	0	0	354620000	0	168990000	0	0	4341500	170700000	0	0	0	26584000	21980000	23732000	0	0	0	0	3372500	2835700	0	0	0	0	36510000	0	16789000	0	0	107550	13850000	0	0	0	551600	456060	492410				9913	16	16	16	45.5	45.5	45.5	42.02	0	153.64	1904400000	73	Q0VCG9	Q0VCG9			232	Bos taurus
122880000	0	10085999616	8424699904	4989499904	4576000000	286769984	505670016	256590000	1182499968	1786700032	1775500032	1487299968	142890000	79976000	325600000	5989899776	30899000	11160000	298940000	2629299968	2528900096	2689900032	53038000	0	2080199936	1762300032	1134899968	1025000000	93617000	163300000	94970000	468800000	483900000	462270016	453760000	49519000	37516000	90945000	1298400000	17107000	9180200	130910000	741510016	708960000	764009984	1991000	0	133470000	109900000	59278000	59656000	4342500	7487500	4723500	13655000	24126000	24890000	17973000	2438500	1237400	4561300	88225000	255080	101540	4511300	34775000	37456000	35671000				9913	45	44	44	55.8	55	55	101.24	0	323.31	50207000000	766	Q0VCM5	Q0VCM5			233	Bos taurus
9843400	11807000	56297000	31035000	60113000	24706000	46262000	1479800	81554000	527190016	0	261870000	62665000	0	62604000	0	0	0	0	0	80590000	115120000	120380000	0	7672000	49583000	42610000	45674000	33755000	44191000	0	73356000	243590000	0	125150000	68011000	0	39763000	0	0	0	0	0	64358000	80149000	64553000	256930	396660	467180	385240	674360	1300300	575280	77883	1654200	13917000	0	8725100	1305900	0	1324100	0	0	0	0	0	1396100	2561000	3149900				9913	16	16	16	42.1	42.1	42.1	45.886	0	139.37	1553500000	94	Q0VCP3	Q0VCP3			234	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7227600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7227600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516260	0	0	0	0	0	0	0	0				9913	3	3	3	10.9	10.9	10.9	28.951	0	4.7827	7227600	3	Q0VCU8	Q0VCU8			235	Bos taurus
50597000	0	118950000	130810000	163370000	10594000	127490000	221910000	117740000	259230000	20058000	290449984	34744000	176340000	23324000	0	5834400	0	0	0	78473000	89011000	91760000	33975000	0	67323000	97940000	73799000	13641000	88181000	100080000	93175000	130940000	34220000	147680000	37818000	90481000	25784000	0	15908000	0	0	0	56725000	57173000	62936000	1788700	0	4579600	5165100	4970000	234710	3087300	5711400	4761600	7576700	341250	8577500	875960	4507700	384440	0	265200	0	0	0	3119400	3479800	3575200				9913	16	16	16	24.1	24.1	24.1	76.608	0	248.93	2010700000	163	Q0VCX1	Q0VCX1			236	Bos taurus
0	0	17453000	0	73403000	54600000	0	0	0	26627000	17023000	57972000	61168000	0	0	3911000	218600000	1076600	2648400	0	28718000	10876000	19258000	0	0	18760000	0	35146000	31615000	0	0	0	26735000	28828000	33249000	44080000	0	0	1909300	73403000	0	0	0	28718000	18418000	22521000	0	0	212500	0	1372200	956870	0	0	0	429980	567420	679200	1259900	0	0	92787	4453100	35888	88280	0	199620	362520	198650				9913	20	20	19	34.8	34.8	34.8	72.399	0	224.46	593330000	70	Q0VCX2	Q0VCX2			237	Bos taurus
0	6484000	0	0	0	0	0	0	0	47254000	0	11625000	0	0	11498000	0	0	0	0	0	8878300	0	0	0	6484000	0	0	0	0	0	0	0	47254000	0	15778000	0	0	11498000	0	0	0	0	0	12051000	0	0	0	243400	0	0	0	0	0	0	0	1689100	0	1291600	0	0	575360	0	0	0	0	0	986470	0	0				9913	2	2	2	24.5	24.5	24.5	22.634	0	8.1974	85739000	9	Q0VFX8	Q0VFX8			238	Bos taurus
5094700	4567400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6405100	4567400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424560	215900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	13.6	13.6	13.6	21.23	0	4.7819	9662100	3	Q148C9	Q148C9			239	Bos taurus
2765400	0	25477000	15581000	41352000	43884000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6069500	0	22136000	18191000	34722000	35944000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212720	0	1959800	1198500	2671000	2764900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	4	4	4	16.9	16.9	16.9	28.333	0	72.533	129060000	14	Q17QH6	Q17QH6			242	Bos taurus
76211000	0	286969984	369169984	0	0	510630016	106470000	1117299968	429300000	0	338820000	0	134880000	18022000	0	0	0	0	0	200960000	150430000	149660000	53331000	0	173630000	210270000	0	0	297380000	63000000	629340032	279900000	0	206670000	0	68658000	23435000	0	0	0	0	0	138010000	131830000	139840000	1213900	0	4912600	6543000	0	0	9505700	1813900	20696000	7337200	0	5987600	0	2531300	500600	0	0	0	0	0	3570800	3648100	3573600				9913	13	13	13	21.5	21.5	21.5	79.972	0	104.79	3888800000	122	Q24K22	Q24K22			246	Bos taurus
0	0	0	0	0	0	0	0	0	7373600	0	8714400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16088000	0	16088000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216870	0	256310	0	0	0	0	0	0	0	0	0	0	0				9913	3	2	2	6.7	5	5	70.228	0	5.0424	16088000	3	Q27965;Q27975;P0CB32	Q27965;Q27975;P0CB32			247	Bos taurus;Bos taurus;Bos taurus
164160000	9326500	201160000	358180000	258720000	249950000	243140000	184760000	498760000	224450000	374910016	161570000	352660000	252150000	92796000	23544000	381369984	1493000	0	0	155980000	148670000	229690000	106040000	7606600	114730000	187960000	174030000	181310000	224860000	80654000	292350016	128840000	233810000	105360000	265590000	136310000	61941000	12943000	259530000	0	0	0	138220000	132570000	159900000	9125800	358950	9448100	20068000	16899000	15774000	15538000	8562700	26250000	9910400	27174000	8104800	24358000	12767000	5122200	1427300	23958000	114840	0	0	10632000	10198000	13344000				9913	11	11	11	50.2	50.2	50.2	23.134	0	260.75	4567400000	188	Q27967	Q27967			248	Bos taurus
0	0	0	0	0	0	0	0	0	30073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845360	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	5.8	5.8	5.8	57.704	0	7.2716	30073000	2	Q27968	Q27968			249	Bos taurus
0	1053700	0	0	0	0	220600000	11677000	339540000	9113000	0	0	0	45614000	0	0	0	2954600	1826000	0	0	0	0	0	7378400	0	0	0	0	165170000	13771000	148160000	59932000	0	0	0	28807000	0	0	0	9913600	12787000	0	0	0	0	0	30105	0	0	0	0	6031000	333640	7163000	260370	0	0	0	1026400	0	0	0	84417	52172	0	0	0	0				9913	15	15	15	25.4	25.4	25.4	82.206	0	56.476	632380000	39	Q27970	Q27970			250	Bos taurus
0	1582000	0	0	29198000	14819000	145570000	36287000	328870016	0	0	0	0	60587000	0	0	0	0	4078500	0	3519400	18670000	0	0	5057100	0	0	22372000	20184000	68663000	15810000	115080000	0	0	0	0	33869000	0	0	0	0	5157900	0	0	20120000	0	0	51034	0	0	90864	81518	1383100	565550	3834400	0	0	0	0	798110	0	0	0	0	131570	0	113530	486530	0				9913	17	17	17	30.7	30.7	30.7	79.934	0	101.68	643180000	69	Q27971	Q27971			251	Bos taurus
0	0	12740000	27237000	0	0	377200000	46721000	834329984	454230016	0	94339000	0	72854000	95733000	0	0	0	0	0	93895000	117640000	107210000	0	0	14600000	24964000	0	0	146820000	23477000	279550016	168910000	0	48109000	0	40642000	44057000	0	0	0	0	0	54230000	48731000	59539000	0	0	381210	1702300	0	0	17530000	2573000	31268000	17599000	0	5232000	0	2724600	4876900	0	0	0	0	0	4334300	5762700	5130300				9913	11	11	11	38.5	38.5	38.5	40.774	0	144.12	2334100000	107	Q27972	Q27972			252	Bos taurus
0	0	0	0	0	0	0	0	0	11477000	0	17642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16092000	0	17642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2295400	0	1858100	0	0	0	0	0	0	0	0	0	0	0				9913	3	3	3	37.3	37.3	37.3	9.9197	0	6.1528	29119000	4	Q27976	Q27976			253	Bos taurus
12117000	10320000	47623000	19925000	30973000	41646000	28216000	0	162740000	303950016	292969984	245670000	239300000	0	78757000	7976900	224950000	4578600	14243000	0	84979000	80692000	37064000	14623000	8715200	43956000	24045000	30973000	35511000	58812000	0	102450000	177140000	160510000	126400000	150130000	0	53116000	6844400	109020000	7031800	14255000	0	65979000	64582000	61758000	118800	15156	114110	195340	46754	66526	276630	0	513330	857160	1196600	996950	845070	0	204470	14864	996470	14231	139640	0	67553	121120	363370				9913	12	12	11	7.5	7.5	7.1	229.1	0	323.31	1968700000	124	Q27991;Q9BE39	Q27991			254	Bos taurus;Bos taurus
0	0	0	0	0	0	2917800	1672700	5666000	9213400	0	0	0	5386000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3326900	1907200	6460400	10505000	0	0	0	5386000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265260	152060	515090	837580	0	0	0	277840	0	0	0	0	0	0	0	0	0				9913	2	2	2	11.7	11.7	11.7	22.215	0	8.8971	24856000	6	Q28008	Q28008			255	Bos taurus
0	0	64557000	7608700	5998400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4088100	0	0	0	43797000	14225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7642800	0	0	0	1296300	362320	285640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194670	0				9913	7	7	7	25.7	25.7	25.7	50.133	0	18.676	82252000	10	Q28017	Q28017			256	Bos taurus
0	0	0	0	0	0	0	0	0	0	53437000	0	15871000	0	0	0	43850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46888000	0	19882000	0	0	0	43850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2812500	0	835320	0	0	0	1276500	0	0	0	0	0	0				9913	5	5	5	13.3	13.3	13.3	60.151	0	29.31	113160000	10	Q28034	Q28034			258	Bos taurus
0	0	11441000	10310000	0	0	48071000	0	74059000	30956000	0	20125000	0	0	0	0	0	0	0	0	11906000	6999300	9855600	0	0	14215000	12811000	0	0	48071000	0	76460000	31960000	0	25006000	0	0	0	0	0	0	0	0	14793000	8696800	12246000	0	0	1906800	1718400	0	0	5124000	0	9620900	3491700	0	3354200	0	0	0	0	0	0	0	0	1984300	1166600	1642600				9913	3	3	3	39.2	39.2	39.2	14.353	0	17.515	223720000	15	Q28038	Q28038			259	Bos taurus
961649984	126120000	2697700096	2593799936	3395200000	559480000	642350016	1015899968	1844899968	1471699968	488440000	1495900032	1096899968	1074099968	291200000	3939000	427200000	62807000	94345000	45743000	1417699968	1437500032	1323699968	284729984	82406000	533100000	292800000	634150016	225960000	421720000	265820000	1308600064	395980000	395169984	232860000	307329984	421790016	207880000	3454600	333350016	59651000	67029000	52273000	264370000	276689984	257920000	12895000	1453800	51190000	43959000	59918000	6711500	8846800	13213000	35407000	28781000	6593400	22676000	19715000	11986000	2882900	24845	9048800	554090	1401200	635160	22549000	20206000	22453000				9913	36	36	36	61.3	61.3	61.3	68.886	0	323.31	24568000000	730	Q28065	Q28065			260	Bos taurus
11920000000	252960000	15701000192	16369000448	10083000320	263230000	6127000064	4644299776	7928200192	30041999360	709910016	27918999552	3699800064	1294400000	1060600000	24002000	45978000	1725000	0	580329984	12757999616	12085999616	12632000512	1837200000	32802000	2434800128	2523399936	1626700032	50242000	1024200000	685600000	1424000000	3956300032	128120000	4096699904	650339968	185190000	241470000	3458800	26858000	0	0	126340000	1875299968	1789699968	1980099968	92676000	1309100	135910000	129570000	78718000	1778700	51531000	35198000	73634000	243750000	6100500	257790000	32567000	9669500	8465100	29579	426880	27381	0	5565000	105990000	102590000	113140000				9913	100	100	100	80.9	80.9	80.9	140.37	0	323.31	176140000000	2412	Q28085	Q28085			261	Bos taurus
0	0	81680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25963000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	10	10	10	14	14	14	113.38	0	57.005	81680000	11	Q28106	Q28106			262	Bos taurus
2450599936	1716400000	2877799936	3610500096	1993200000	1156600064	1172800000	1889299968	1641399936	3998500096	784670016	3456499968	1768599936	1758800000	228580000	15163000	627600000	2417500	30949000	20273000	2313299968	2150799872	1986599936	343089984	311030016	418190016	426880000	247100000	143210000	176530000	248170000	270300000	643510016	104810000	492270016	195570000	352430016	54369000	2796100	77016000	0	35591000	19305000	356470016	281080000	343670016	13079000	8372000	16446000	19071000	10639000	5628000	5831100	10173000	8104800	18993000	3981000	20508000	9844400	8843200	827940	48827	3517300	27163	77242	50599	11615000	10699000	10876000				9913	83	83	83	38.4	38.4	38.4	248.98	0	323.31	37651000000	1390	Q28107	Q28107			263	Bos taurus
0	0	0	0	0	0	0	2519900	0	0	0	0	0	2877300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519900	0	0	0	0	0	2877300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148230	0	0	0	0	0	169260	0	0	0	0	0	0	0	0	0				9913	2	2	2	8.6	8.6	8.6	41.224	0	8.0789	5397300	3	Q28120	Q28120			264	Bos taurus
0	0	0	0	0	0	0	0	0	0	176900000	0	6122200	3026000	124080000	0	15467000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68163000	0	16560000	0	32075000	0	24560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441310	0	92760	45848	566800	0	234350	0	0	0	0	0	0				9913	18	18	18	17.6	17.6	17.6	167.94	0	71.954	325590000	33	Q28146;Q28142	Q28146			265	Bos taurus;Bos taurus
3079899904	70942000	3253199872	2766899968	2773499904	1557200000	12837000192	1976499968	19182999552	26670999552	697070016	9402999808	6736600064	2141900032	8392300032	66519000	28642000	7552800	16216000	127550000	6960799744	8069400064	7119099904	651350016	22000000	612040000	690700032	553280000	267000000	3058899968	463710016	3828199936	4783399936	195860000	1692499968	1328199936	465590016	1546599936	3168700	36811000	9933300	11970000	83894000	1397900032	1835299968	1417900032	32997000	666980	35247000	31070000	29486000	16766000	129350000	21198000	209430000	300449984	9026000	101820000	77473000	24640000	86398000	311440	461970	64022	146930	1571600	77304000	83974000	79685000				9913	90	90	90	65.9	65.9	65.9	129.53	0	323.31	123940000000	1893	Q28178;Q95116	Q28178			266	Bos taurus;Bos taurus
0	0	0	0	0	0	0	0	0	0	57594000	0	14125000	0	0	0	4787500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48724000	0	24628000	0	0	0	16194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339400	0	328500	0	0	0	111340	0	0	0	0	0	0				9913	4	4	4	3.3	3.3	3.3	128.82	0	12.544	76507000	8	Q28824	Q28824			267	Bos taurus
0	0	0	0	22125000	26329000	0	0	0	0	191310000	0	45372000	0	8956500	5816400	168270000	0	0	9608100	10027000	0	9155000	0	0	0	0	29623000	29703000	0	0	0	0	191310000	0	52730000	0	11992000	6561700	160970000	0	0	12864000	13426000	0	12258000	0	0	0	0	1229200	320150	0	0	0	0	3076900	0	474140	0	497580	88946	3331500	0	0	533780	557070	0	508610				9913	3	3	3	7.7	7.7	7.7	40.001	0	8.7968	496970000	19	Q29423	Q29423			268	Bos taurus
1099699968	211590000	5319099904	6724199936	4263399936	5657399808	23828000768	1801900032	18396999680	27504001024	34369998848	9050000384	26097000448	4075699968	9830800384	804409984	5082999808	381289984	776009984	67060998144	17410000896	16387999744	15850000384	176450000	53081000	816590016	901059968	663409984	732430016	2800399872	228290000	2304199936	4329500160	4466800128	1289699968	3879599872	684209984	1122300032	140420000	644849984	67325000	92543000	6960500224	2584100096	2152000000	2196999936	10650000	1653900	57774000	75453000	50213000	67672000	241470000	19599000	221700000	335190016	390180000	105400000	291430016	43381000	110280000	7226600	54767000	3865700	8621600	824889984	199520000	179150000	182900000				9913	85	85	80	89.6	89.6	88.4	77.752	0	323.31	301980000000	2893	Q29443	Q29443			269	Bos taurus
